Return_ID,Order_ID,Customer_ID,Product_ID,Product_Name,Category,Return_Date,Return_Reason,Return_Method,Refund_Amount_INR,Refund_Method,Refund_Status,Resolution_Days,Customer_Feedback
RET50304,SN2303805,CUST10754,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-10-22,Battery issue,Courier Self-Send,59998.8,Credit Card,Processed,7,Neutral
RET50305,SN2303823,CUST10094,PRD1002,Apple iPhone 14 128GB,Electronics,2023-10-14,Screen damage in transit,Drop at Store,75999.05,Cash on Delivery,Pending,1,Dissatisfied
RET50306,SN2303831,CUST10027,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-10-17,Screen damage in transit,Drop at Store,44999.1,Credit Card,Processed,3,Dissatisfied
RET50307,SN2303848,CUST10434,PRD1077,Nike Dri-FIT Training Shorts,Sports,2023-10-14,Wrong item,Drop at Store,1799.1,Debit Card,Processed,2,Neutral
RET50308,SN2303886,CUST10749,PRD1069,Lakme Absolute Mousse Foundation,Beauty,2023-10-16,Fake/counterfeit suspected,Drop at Store,1358.3,Net Banking,Processed,4,Neutral
RET50309,SN2303893,CUST10644,PRD1028,Van Heusen Slim Fit Chinos,Fashion,2023-10-12,Wrong colour delivered,Courier Self-Send,2249.1,Debit Card,Processed,5,Dissatisfied
RET50310,SN2303915,CUST10772,PRD1074,Cosco Treadmill CTM-101,Sports,2023-10-15,Build quality poor,Pickup from Home,22499.25,Cash on Delivery,Processed,1,Very Dissatisfied
RET50311,SN2303925,CUST10548,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,2023-10-20,Product defective,Pickup from Home,10399.2,Credit Card,Processed,1,Satisfied
RET50312,SN2303943,CUST10213,PRD1074,Cosco Treadmill CTM-101,Sports,2023-10-19,Size issue,Drop at Store,25499.15,UPI,Pending,7,Neutral
RET50313,SN2303956,CUST10467,PRD1033,W Ethnic Wear Kurta Set,Fashion,2023-10-14,Wrong colour delivered,Drop at Store,1609.3,Cash on Delivery,Processed,3,Dissatisfied
RET50314,SN2303958,CUST10052,PRD1080,Wildcraft Camping Tent 2-Person,Sports,2023-10-13,Size issue,Pickup from Home,6499,Credit Card,Processed,7,Neutral
RET50315,SN2303971,CUST10307,PRD1011,Acer Aspire Lite AMD Ryzen 5,Electronics,2023-10-24,Screen damage in transit,Drop at Store,67498.5,Wallet,Processed,4,Very Dissatisfied
RET50316,SN2303977,CUST10758,PRD1045,American Tourister Trolley Bag 68cm,Fashion,2023-10-13,Style not as shown,Pickup from Home,5599.2,Credit Card,Processed,4,Dissatisfied
RET50317,SN2304075,CUST10457,PRD1011,Acer Aspire Lite AMD Ryzen 5,Electronics,2023-10-25,Not as described,Drop at Store,40499.1,UPI,Processed,7,Satisfied
RET50318,SN2304117,CUST10750,PRD1057,Craftter Wooden Wall Clock,Home & Kitchen,2023-10-21,Damaged packaging,Pickup from Home,1039.2,UPI,Processed,2,Neutral
RET50319,SN2304125,CUST10230,PRD1019,Noise Buds VS104 TWS,Electronics,2023-10-29,Defective product,Courier Self-Send,1104.15,Credit Card,Pending,3,Very Dissatisfied
RET50320,SN2304126,CUST10560,PRD1008,Dell Inspiron 15 Core i7,Electronics,2023-10-24,Not as described,Courier Self-Send,112498.5,Wallet,Pending,3,Neutral
RET50321,SN2304144,CUST10340,PRD1054,Wonderchef Ebony Non-Stick Tawa 30cm,Home & Kitchen,2023-10-23,Wrong item,Courier Self-Send,2998,Debit Card,Processed,1,Satisfied
RET50322,SN2304145,CUST10408,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,2023-10-16,Style not as shown,Pickup from Home,16794,Credit Card,Processed,5,Very Dissatisfied
RET50323,SN2304161,CUST10184,PRD1062,Dot & Key Watermelon Sleeping Mask 85g,Beauty,2023-10-14,Seal broken,Drop at Store,764.15,Debit Card,Processed,2,Very Dissatisfied
RET50324,SN2304165,CUST10155,PRD1071,SUGAR Matte Attack Transferproof Lipstick,Beauty,2023-10-21,Changed mind,Courier Self-Send,854.05,Net Banking,Processed,1,Satisfied
RET50325,SN2304167,CUST10041,PRD1021,boAt Wave Flex Connect,Electronics,2023-10-25,Battery issue,Drop at Store,3798.1,Credit Card,Processed,1,Neutral
RET50326,SN2304193,CUST10305,PRD1010,Asus VivoBook 16X OLED,Electronics,2023-10-17,Wrong model delivered,Drop at Store,48749.25,UPI,Processed,3,Dissatisfied
RET50327,SN2304201,CUST10632,PRD1067,Indulekha Bringha Hair Oil 100ml,Beauty,2023-10-20,Allergic reaction,Pickup from Home,838.6,UPI,Processed,2,Dissatisfied
RET50328,SN2304237,CUST10656,PRD1067,Indulekha Bringha Hair Oil 100ml,Beauty,2023-10-20,Changed mind,Pickup from Home,419.3,UPI,Processed,5,Neutral
RET50329,SN2304239,CUST10763,PRD1032,BIBA Floral Printed Kurta,Fashion,2023-10-24,Size/fit issue,Courier Self-Send,1139.4,UPI,Processed,4,Very Dissatisfied
RET50330,SN2304240,CUST10055,PRD1086,Arihant CAT 2024 Solved Papers,Books,2023-10-15,Pages missing,Drop at Store,584.1,UPI,Processed,1,Dissatisfied
RET50331,SN2304250,CUST10460,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,2023-10-22,Style not as shown,Courier Self-Send,11199.2,UPI,Processed,4,Dissatisfied
RET50332,SN2304271,CUST10001,PRD1018,boAt Airdopes 141 TWS,Electronics,2023-10-21,Not as described,Drop at Store,1104.15,UPI,Processed,5,Satisfied
RET50333,SN2304296,CUST10309,PRD1061,Mamaearth Vitamin C Face Wash 100ml,Beauty,2023-10-23,Changed mind,Drop at Store,837.9,Net Banking,Processed,7,Dissatisfied
RET50334,SN2304297,CUST10384,PRD1066,Mamaearth Onion Hair Oil 150ml,Beauty,2023-10-21,Allergic reaction,Courier Self-Send,359.2,Wallet,Processed,2,Very Dissatisfied
RET50335,SN2304307,CUST10616,PRD1027,Allen Solly Formal Shirt,Fashion,2023-10-25,Fabric quality poor,Drop at Store,1079.4,Cash on Delivery,Processed,7,Neutral
RET50336,SN2304311,CUST10755,PRD1055,Spaces 300TC Cotton King Bedsheet,Home & Kitchen,2023-10-18,Damaged packaging,Pickup from Home,4748.1,Debit Card,Processed,5,Dissatisfied
RET50337,SN2304323,CUST10545,PRD1045,American Tourister Trolley Bag 68cm,Fashion,2023-10-24,Size/fit issue,Drop at Store,12598.2,Credit Card,Processed,7,Dissatisfied
RET50338,SN2304329,CUST10596,PRD1056,Bombay Dyeing Microfibre Comforter,Home & Kitchen,2023-10-28,Changed mind,Courier Self-Send,10797.3,Credit Card,Processed,3,Dissatisfied
RET50339,SN2304336,CUST10630,PRD1075,Kore Pvc 30kg Weight Set,Sports,2023-10-17,Build quality poor,Courier Self-Send,5598.4,UPI,Processed,5,Neutral
RET50340,SN2304359,CUST10306,PRD1061,Mamaearth Vitamin C Face Wash 100ml,Beauty,2023-10-21,Wrong variant,Pickup from Home,319.2,Cash on Delivery,Pending,1,Dissatisfied
RET50341,SN2304395,CUST10213,PRD1083,Ikigai – Francesc Miralles,Books,2023-10-16,Pages missing,Courier Self-Send,598.5,UPI,Processed,6,Neutral
RET50342,SN2304442,CUST10036,PRD1086,Arihant CAT 2024 Solved Papers,Books,2023-10-26,Duplicate order,Courier Self-Send,551.65,UPI,Rejected,7,Very Dissatisfied
RET50343,SN2304455,CUST10217,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,2023-10-17,Poor build quality,Courier Self-Send,2999.4,UPI,Processed,4,Dissatisfied
RET50344,SN2304469,CUST10353,PRD1006,Realme 12 Pro+ 5G,Electronics,2023-10-28,Battery issue,Drop at Store,22399.2,EMI,Processed,2,Very Dissatisfied
RET50345,SN2304472,CUST10510,PRD1032,BIBA Floral Printed Kurta,Fashion,2023-10-24,Fabric quality poor,Courier Self-Send,3038.4,UPI,Processed,7,Very Dissatisfied
RET50346,SN2304482,CUST10340,PRD1028,Van Heusen Slim Fit Chinos,Fashion,2023-10-22,Wrong colour delivered,Courier Self-Send,2124.15,EMI,Pending,2,Dissatisfied
RET50347,SN2304506,CUST10663,PRD1082,The Alchemist – Paulo Coelho,Books,2023-10-20,Damaged spine,Courier Self-Send,297.5,Debit Card,Processed,1,Neutral
RET50348,SN2304509,CUST10648,PRD1012,Samsung Galaxy Tab A8 LTE,Electronics,2023-10-30,Wrong model delivered,Pickup from Home,67497.3,Cash on Delivery,Processed,3,Neutral
RET50349,SN2304510,CUST10756,PRD1024,Canon EOS 1500D DSLR Kit,Electronics,2023-10-27,Screen damage in transit,Pickup from Home,33749.25,Cash on Delivery,Processed,2,Satisfied
RET50350,SN2304515,CUST10726,PRD1017,JBL Tune 760NC Headphone,Electronics,2023-10-29,Battery issue,Pickup from Home,30396.2,EMI,Processed,3,Very Dissatisfied
RET50351,SN2304517,CUST10521,PRD1007,HP Pavilion 15 Core i5 8GB,Electronics,2023-10-29,Not as described,Courier Self-Send,41299.3,Debit Card,Pending,4,Neutral
RET50352,SN2304519,CUST10433,PRD1066,Mamaearth Onion Hair Oil 150ml,Beauty,2023-10-28,Allergic reaction,Drop at Store,1706.2,Credit Card,Processed,3,Neutral
RET50353,SN2304527,CUST10086,PRD1045,American Tourister Trolley Bag 68cm,Fashion,2023-10-25,Size/fit issue,Pickup from Home,6299.1,UPI,Processed,2,Dissatisfied
RET50354,SN2304552,CUST10102,PRD1017,JBL Tune 760NC Headphone,Electronics,2023-10-24,Wrong model delivered,Pickup from Home,4799.4,Credit Card,Processed,5,Satisfied
RET50355,SN2304555,CUST10068,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,2023-10-26,Seal broken,Courier Self-Send,594.15,EMI,Pending,4,Satisfied
RET50356,SN2304568,CUST10744,PRD1037,Nike Air Max 270 Running Shoes,Fashion,2023-10-21,Wrong colour delivered,Drop at Store,5999.4,Debit Card,Processed,7,Neutral
RET50357,SN2304570,CUST10375,PRD1051,Morphy Richards Instacook 700W MW,Home & Kitchen,2023-10-19,Damaged packaging,Drop at Store,7999.2,Net Banking,Processed,6,Dissatisfied
RET50358,SN2304577,CUST10359,PRD1054,Wonderchef Ebony Non-Stick Tawa 30cm,Home & Kitchen,2023-10-18,Product defective,Courier Self-Send,1499,Net Banking,Processed,3,Neutral
RET50359,SN2304609,CUST10384,PRD1034,Aurelia Embroidered Salwar Suit,Fashion,2023-10-19,Changed mind,Courier Self-Send,2319.2,Credit Card,Pending,7,Neutral
RET50360,SN2304634,CUST10772,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-10-18,Fabric quality poor,Courier Self-Send,1519.05,Credit Card,Pending,4,Dissatisfied
RET50361,SN2304649,CUST10775,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-10-17,Fabric quality poor,Courier Self-Send,16996.6,Credit Card,Processed,6,Neutral
RET50362,SN2304651,CUST10551,PRD1063,Minimalist 10% Niacinamide Serum 30ml,Beauty,2023-10-24,Allergic reaction,Courier Self-Send,419.4,UPI,Processed,4,Very Dissatisfied
RET50363,SN2304659,CUST10463,PRD1059,Nilkamal Esteem Bookshelf,Home & Kitchen,2023-10-27,Poor build quality,Drop at Store,9598.8,Debit Card,Processed,6,Neutral
RET50364,SN2304669,CUST10769,PRD1011,Acer Aspire Lite AMD Ryzen 5,Electronics,2023-11-05,Defective product,Pickup from Home,107997.6,UPI,Processed,3,Very Dissatisfied
RET50365,SN2304716,CUST10303,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,2023-10-24,Damaged packaging,Drop at Store,9972.15,UPI,Processed,5,Neutral
RET50366,SN2304719,CUST10581,PRD1017,JBL Tune 760NC Headphone,Electronics,2023-10-26,Screen damage in transit,Drop at Store,20397.45,Debit Card,Processed,2,Dissatisfied
RET50367,SN2304725,CUST10326,PRD1023,Fitbit Charge 6,Electronics,2023-10-28,Screen damage in transit,Pickup from Home,18999,UPI,Processed,7,Very Dissatisfied
RET50368,SN2304751,CUST10503,PRD1025,Sony Alpha ZV-E10L Mirrorless,Electronics,2023-10-30,Screen damage in transit,Courier Self-Send,271996.6,Wallet,Processed,2,Satisfied
RET50369,SN2304756,CUST10321,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-10-23,Wrong colour delivered,Courier Self-Send,3999.2,EMI,Processed,5,Dissatisfied
RET50370,SN2304758,CUST10499,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,2023-10-26,Wrong item,Courier Self-Send,3598,Debit Card,Processed,1,Satisfied
RET50371,SN2304771,CUST10718,PRD1077,Nike Dri-FIT Training Shorts,Sports,2023-10-30,Build quality poor,Courier Self-Send,1699.15,UPI,Processed,5,Dissatisfied
RET50372,SN2304773,CUST10483,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-10-23,Size/fit issue,Drop at Store,8498.3,Credit Card,Rejected,5,Dissatisfied
RET50373,SN2304780,CUST10489,PRD1066,Mamaearth Onion Hair Oil 150ml,Beauty,2023-11-03,Fake/counterfeit suspected,Courier Self-Send,314.3,UPI,Pending,2,Dissatisfied
RET50374,SN2304806,CUST10268,PRD1022,Samsung Galaxy Watch 6,Electronics,2023-11-05,Battery issue,Pickup from Home,80997.3,Wallet,Processed,1,Dissatisfied
RET50375,SN2304827,CUST10058,PRD1001,Samsung Galaxy A54 5G,Electronics,2023-11-01,Screen damage in transit,Drop at Store,23199.2,Credit Card,Processed,2,Neutral
RET50376,SN2304840,CUST10538,PRD1023,Fitbit Charge 6,Electronics,2023-10-29,Not as described,Courier Self-Send,11399.4,UPI,Processed,6,Very Dissatisfied
RET50377,SN2304846,CUST10029,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-11-03,Wrong colour delivered,Drop at Store,3198,Credit Card,Processed,6,Neutral
RET50378,SN2304847,CUST10693,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-10-31,Wrong colour delivered,Pickup from Home,1439.1,Cash on Delivery,Processed,5,Neutral
RET50379,SN2304920,CUST10468,PRD1037,Nike Air Max 270 Running Shoes,Fashion,2023-10-29,Size/fit issue,Drop at Store,34996.5,EMI,Processed,3,Neutral
RET50380,SN2304929,CUST10455,PRD1019,Noise Buds VS104 TWS,Electronics,2023-11-03,Defective product,Pickup from Home,1104.15,Net Banking,Processed,4,Satisfied
RET50381,SN2304937,CUST10318,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-11-06,Style not as shown,Drop at Store,2398.5,Cash on Delivery,Processed,1,Very Dissatisfied
RET50382,SN2304941,CUST10526,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-10-27,Wrong colour delivered,Courier Self-Send,2398.5,UPI,Rejected,6,Satisfied
RET50383,SN2304947,CUST10783,PRD1047,Prestige Iris 750W Mixer Grinder,Home & Kitchen,2023-11-01,Product defective,Courier Self-Send,2799.3,Debit Card,Processed,4,Dissatisfied
RET50384,SN2304950,CUST10001,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,2023-11-05,Damaged packaging,Courier Self-Send,1529.15,Cash on Delivery,Processed,5,Satisfied
RET50385,SN2304951,CUST10003,PRD1055,Spaces 300TC Cotton King Bedsheet,Home & Kitchen,2023-11-05,Changed mind,Drop at Store,2249.1,UPI,Pending,7,Dissatisfied
RET50386,SN2304989,CUST10133,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,2023-10-31,Wrong variant,Courier Self-Send,1782.45,Credit Card,Processed,7,Dissatisfied
RET50387,SN2305014,CUST10712,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-11-09,Wrong colour delivered,Pickup from Home,3749.25,UPI,Processed,7,Neutral
RET50388,SN2305018,CUST10760,PRD1057,Craftter Wooden Wall Clock,Home & Kitchen,2023-11-05,Damaged packaging,Courier Self-Send,2208.3,UPI,Processed,3,Dissatisfied
RET50389,SN2305020,CUST10036,PRD1064,Plum Green Tea Pore Cleansing Face Wash,Beauty,2023-11-03,Seal broken,Courier Self-Send,1996,EMI,Processed,4,Neutral
RET50390,SN2305029,CUST10793,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,2023-11-05,Allergic reaction,Drop at Store,1118.4,Cash on Delivery,Processed,1,Satisfied
RET50391,SN2305032,CUST10371,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,2023-11-09,Fabric quality poor,Drop at Store,35687.25,Debit Card,Processed,1,Very Dissatisfied
RET50392,SN2305040,CUST10587,PRD1046,Lavie Women Tote Handbag,Fashion,2023-11-08,Style not as shown,Pickup from Home,1079.4,Credit Card,Processed,2,Dissatisfied
RET50393,SN2305048,CUST10462,PRD1063,Minimalist 10% Niacinamide Serum 30ml,Beauty,2023-11-09,Wrong variant,Pickup from Home,489.3,EMI,Processed,1,Neutral
RET50394,SN2305067,CUST10299,PRD1058,Ivyspace Artificial Plant Set of 3,Home & Kitchen,2023-11-10,Changed mind,Drop at Store,749.25,UPI,Processed,5,Neutral
RET50395,SN2305075,CUST10203,PRD1082,The Alchemist – Paulo Coelho,Books,2023-11-12,Pages missing,Drop at Store,560,Credit Card,Pending,2,Dissatisfied
RET50396,SN2305089,CUST10232,PRD1029,Peter England Casual Polo T-Shirt,Fashion,2023-11-11,Size/fit issue,Pickup from Home,1818.6,UPI,Processed,4,Neutral
RET50397,SN2305091,CUST10123,PRD1015,boAt Rockerz 450 Bluetooth,Electronics,2023-11-09,Not as described,Courier Self-Send,5597.2,EMI,Processed,4,Dissatisfied
RET50398,SN2305094,CUST10645,PRD1028,Van Heusen Slim Fit Chinos,Fashion,2023-11-08,Style not as shown,Pickup from Home,9496.2,EMI,Processed,7,Satisfied
RET50399,SN2305140,CUST10611,PRD1044,Wildcraft 35L Hiking Backpack,Fashion,2023-11-03,Size/fit issue,Courier Self-Send,1999.2,Net Banking,Processed,1,Dissatisfied
RET50400,SN2305155,CUST10223,PRD1073,Wild Stone Gold EDT 50ml,Beauty,2023-11-12,Seal broken,Pickup from Home,1707.15,UPI,Processed,1,Neutral
RET50401,SN2305160,CUST10288,PRD1006,Realme 12 Pro+ 5G,Electronics,2023-11-14,Wrong model delivered,Courier Self-Send,26599.05,UPI,Pending,3,Very Dissatisfied
RET50402,SN2305172,CUST10299,PRD1011,Acer Aspire Lite AMD Ryzen 5,Electronics,2023-11-15,Not as described,Drop at Store,53998.8,Credit Card,Processed,3,Dissatisfied
RET50403,SN2305179,CUST10438,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,2023-11-13,Changed mind,Courier Self-Send,83997,UPI,Rejected,6,Neutral
RET50404,SN2305182,CUST10002,PRD1016,Sony WH-1000XM5 Wireless,Electronics,2023-11-15,Wrong model delivered,Drop at Store,71997.75,UPI,Processed,5,Dissatisfied
RET50405,SN2305187,CUST10179,PRD1046,Lavie Women Tote Handbag,Fashion,2023-11-08,Changed mind,Drop at Store,1259.3,UPI,Processed,2,Dissatisfied
RET50406,SN2305204,CUST10318,PRD1005,Vivo V29 Pro 5G,Electronics,2023-11-13,Wrong model delivered,Courier Self-Send,140596.2,Cash on Delivery,Pending,4,Neutral
RET50407,SN2305213,CUST10433,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-11-08,Wrong model delivered,Courier Self-Send,39999.2,Credit Card,Processed,3,Neutral
RET50408,SN2305216,CUST10089,PRD1025,Sony Alpha ZV-E10L Mirrorless,Electronics,2023-11-14,Screen damage in transit,Courier Self-Send,67999.15,Net Banking,Pending,3,Very Dissatisfied
RET50409,SN2305229,CUST10508,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,2023-11-12,Changed mind,Courier Self-Send,22392,Debit Card,Processed,5,Satisfied
RET50410,SN2305230,CUST10036,PRD1084,Deep Work – Cal Newport,Books,2023-11-11,Pages missing,Pickup from Home,1198,Cash on Delivery,Rejected,1,Very Dissatisfied
RET50411,SN2305260,CUST10657,PRD1084,Deep Work – Cal Newport,Books,2023-11-15,Wrong title,Courier Self-Send,359.4,UPI,Processed,6,Satisfied
RET50412,SN2305301,CUST10508,PRD1065,Cetaphil Moisturising Cream 250g,Beauty,2023-11-17,Fake/counterfeit suspected,Pickup from Home,559.2,EMI,Processed,5,Dissatisfied
RET50413,SN2305305,CUST10146,PRD1003,OnePlus Nord CE 3 Lite,Electronics,2023-11-12,Wrong model delivered,Pickup from Home,16999.15,Credit Card,Processed,7,Very Dissatisfied
RET50414,SN2305327,CUST10492,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-11-15,Fake/counterfeit suspected,Drop at Store,594.15,Debit Card,Processed,1,Dissatisfied
RET50415,SN2305346,CUST10517,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,2023-11-10,Changed mind,Drop at Store,29247.75,Cash on Delivery,Pending,4,Neutral
RET50416,SN2305388,CUST10166,PRD1036,H&M Ribbed Jersey Dress,Fashion,2023-11-14,Changed mind,Drop at Store,3238.2,Credit Card,Processed,5,Neutral
RET50417,SN2305389,CUST10361,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,2023-11-13,Wrong variant,Drop at Store,1887.3,Credit Card,Processed,4,Neutral
RET50418,SN2305400,CUST10038,PRD1066,Mamaearth Onion Hair Oil 150ml,Beauty,2023-11-08,Allergic reaction,Courier Self-Send,808.2,Credit Card,Pending,4,Satisfied
RET50419,SN2305410,CUST10538,PRD1023,Fitbit Charge 6,Electronics,2023-11-12,Screen damage in transit,Drop at Store,15199.2,UPI,Processed,2,Satisfied
RET50420,SN2305425,CUST10408,PRD1049,Bajaj Majesty 2L Induction Cooktop,Home & Kitchen,2023-11-17,Changed mind,Drop at Store,2639.2,Debit Card,Processed,3,Very Dissatisfied
RET50421,SN2305427,CUST10422,PRD1055,Spaces 300TC Cotton King Bedsheet,Home & Kitchen,2023-11-08,Product defective,Drop at Store,9996,Credit Card,Processed,5,Satisfied
RET50422,SN2305444,CUST10006,PRD1032,BIBA Floral Printed Kurta,Fashion,2023-11-13,Changed mind,Drop at Store,5127.3,Credit Card,Pending,5,Neutral
RET50423,SN2305464,CUST10282,PRD1078,Adidas Aeroready Training Tights,Sports,2023-11-14,Changed mind,Drop at Store,2239.2,UPI,Processed,5,Neutral
RET50424,SN2305469,CUST10457,PRD1062,Dot & Key Watermelon Sleeping Mask 85g,Beauty,2023-11-12,Allergic reaction,Pickup from Home,1618.2,Credit Card,Processed,6,Very Dissatisfied
RET50425,SN2305515,CUST10243,PRD1019,Noise Buds VS104 TWS,Electronics,2023-11-11,Wrong model delivered,Courier Self-Send,1299,Cash on Delivery,Processed,5,Dissatisfied
RET50426,SN2305532,CUST10369,PRD1020,Noise ColorFit Pro 4,Electronics,2023-11-14,Not as described,Drop at Store,8997,Debit Card,Pending,7,Dissatisfied
RET50427,SN2305553,CUST10319,PRD1027,Allen Solly Formal Shirt,Fashion,2023-11-11,Fabric quality poor,Pickup from Home,3238.2,UPI,Processed,2,Neutral
RET50428,SN2305577,CUST10139,PRD1073,Wild Stone Gold EDT 50ml,Beauty,2023-11-15,Seal broken,Drop at Store,509.15,Debit Card,Processed,2,Satisfied
RET50429,SN2305614,CUST10793,PRD1035,Zara Flowy Midi Dress,Fashion,2023-11-12,Style not as shown,Drop at Store,3399.15,Credit Card,Rejected,3,Dissatisfied
RET50430,SN2305618,CUST10664,PRD1010,Asus VivoBook 16X OLED,Electronics,2023-11-17,Defective product,Drop at Store,61749.05,UPI,Processed,4,Neutral
RET50431,SN2305632,CUST10333,PRD1032,BIBA Floral Printed Kurta,Fashion,2023-11-13,Size/fit issue,Drop at Store,1519.2,Credit Card,Processed,2,Dissatisfied
RET50432,SN2305654,CUST10331,PRD1077,Nike Dri-FIT Training Shorts,Sports,2023-11-18,Build quality poor,Pickup from Home,6996.5,Debit Card,Processed,1,Neutral
RET50433,SN2305656,CUST10615,PRD1022,Samsung Galaxy Watch 6,Electronics,2023-11-21,Defective product,Courier Self-Send,26999.1,Cash on Delivery,Processed,1,Dissatisfied
RET50434,SN2305668,CUST10078,PRD1022,Samsung Galaxy Watch 6,Electronics,2023-11-16,Wrong model delivered,Courier Self-Send,89997,Debit Card,Processed,6,Neutral
RET50435,SN2305670,CUST10748,PRD1059,Nilkamal Esteem Bookshelf,Home & Kitchen,2023-11-16,Wrong item,Courier Self-Send,31996,UPI,Rejected,5,Neutral
RET50436,SN2305675,CUST10283,PRD1061,Mamaearth Vitamin C Face Wash 100ml,Beauty,2023-11-16,Allergic reaction,Courier Self-Send,1197,Cash on Delivery,Processed,1,Dissatisfied
RET50437,SN2305681,CUST10793,PRD1044,Wildcraft 35L Hiking Backpack,Fashion,2023-11-16,Changed mind,Courier Self-Send,1999.2,UPI,Processed,6,Neutral
RET50438,SN2305682,CUST10436,PRD1033,W Ethnic Wear Kurta Set,Fashion,2023-11-15,Size/fit issue,Pickup from Home,1724.25,Debit Card,Processed,3,Satisfied
RET50439,SN2305688,CUST10278,PRD1003,OnePlus Nord CE 3 Lite,Electronics,2023-11-11,Screen damage in transit,Drop at Store,35998.2,UPI,Processed,6,Dissatisfied
RET50440,SN2305691,CUST10022,PRD1045,American Tourister Trolley Bag 68cm,Fashion,2023-11-17,Size/fit issue,Drop at Store,8398.8,EMI,Pending,6,Neutral
RET50441,SN2305703,CUST10240,PRD1010,Asus VivoBook 16X OLED,Electronics,2023-11-18,Wrong model delivered,Drop at Store,61749.05,UPI,Processed,6,Very Dissatisfied
RET50442,SN2305743,CUST10232,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,2023-11-17,Product defective,Drop at Store,27297.9,Debit Card,Pending,4,Neutral
RET50443,SN2305745,CUST10500,PRD1023,Fitbit Charge 6,Electronics,2023-11-15,Not as described,Drop at Store,16149.15,Debit Card,Processed,2,Dissatisfied
RET50444,SN2305746,CUST10569,PRD1086,Arihant CAT 2024 Solved Papers,Books,2023-11-10,Changed mind,Courier Self-Send,551.65,Net Banking,Processed,7,Satisfied
RET50445,SN2305748,CUST10517,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,2023-11-13,Changed mind,Courier Self-Send,1259.3,Cash on Delivery,Processed,7,Dissatisfied
RET50446,SN2305779,CUST10425,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-11-13,Fabric quality poor,Pickup from Home,4999,Credit Card,Processed,1,Very Dissatisfied
RET50447,SN2305780,CUST10070,PRD1023,Fitbit Charge 6,Electronics,2023-11-24,Wrong model delivered,Courier Self-Send,32298.3,EMI,Processed,5,Dissatisfied
RET50448,SN2305786,CUST10005,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,2023-11-11,Wrong colour delivered,Drop at Store,3599.1,Net Banking,Processed,4,Neutral
RET50449,SN2305807,CUST10797,PRD1064,Plum Green Tea Pore Cleansing Face Wash,Beauty,2023-11-22,Wrong variant,Courier Self-Send,748.5,Credit Card,Pending,1,Dissatisfied
RET50450,SN2305822,CUST10053,PRD1035,Zara Flowy Midi Dress,Fashion,2023-11-16,Wrong colour delivered,Pickup from Home,6798.3,Debit Card,Processed,4,Dissatisfied
RET50451,SN2305837,CUST10514,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,2023-11-19,Changed mind,Courier Self-Send,1439.2,UPI,Rejected,3,Very Dissatisfied
RET50452,SN2305838,CUST10715,PRD1001,Samsung Galaxy A54 5G,Electronics,2023-11-15,Screen damage in transit,Courier Self-Send,23199.2,UPI,Processed,5,Neutral
RET50453,SN2305856,CUST10516,PRD1078,Adidas Aeroready Training Tights,Sports,2023-11-14,Defective product,Drop at Store,2519.1,Debit Card,Processed,1,Dissatisfied
RET50454,SN2305878,CUST10335,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,2023-11-18,Wrong item,Pickup from Home,10399.2,UPI,Processed,3,Neutral
