Order_ID,Order_Date,Order_Time,Day_of_Week,Week_Number,Month,Month_Num,Quarter,Year,Customer_ID,Product_ID,Product_Name,Category,Sub_Category,Brand,Quantity,Unit_Price_INR,Gross_Amount_INR,Discount_Pct,Discount_Amount_INR,Coupon_Code,Net_Amount_INR,GST_Pct,GST_Amount_INR,Final_Amount_INR,Payment_Method,Order_Status,Order_Channel,Shipping_Days,Delivery_Date,Is_Repeat_Customer
SN2304794,2023-10-21,17:00,Saturday,42,October,10,Q4,2023,CUST10778,PRD1057,Craftter Wooden Wall Clock,Home & Kitchen,Decor,Craftter,2,1299,2598,40,1039.2,SAVE20,1558.8,5,74.23,1558.8,Credit Card,Delivered,Social Commerce,4,2023-10-25,No
SN2304795,2023-10-21,00:10,Saturday,42,October,10,Q4,2023,CUST10102,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,Footwear,Skechers,2,4999,9998,5,499.9,,9498.1,18,1448.86,9498.1,UPI,Cancelled,Website,0,,Yes
SN2304796,2023-10-21,00:28,Saturday,42,October,10,Q4,2023,CUST10013,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,Men's Clothing,Puma,1,1599,1599,15,239.85,,1359.15,12,145.62,1359.15,Credit Card,Cancelled,Website,0,,No
SN2304797,2023-10-21,08:57,Saturday,42,October,10,Q4,2023,CUST10454,PRD1008,Dell Inspiron 15 Core i7,Electronics,Laptops,Dell,1,74999,74999,5,3749.95,,71249.05,28,15585.73,71249.05,Credit Card,Delivered,Mobile App,5,2023-10-26,Yes
SN2304798,2023-10-21,05:50,Saturday,42,October,10,Q4,2023,CUST10201,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,Footwear,Adidas,2,13999,27998,0,0,,27998,12,2999.79,27998,UPI,Delivered,Website,1,2023-10-22,No
SN2304799,2023-10-21,07:15,Saturday,42,October,10,Q4,2023,CUST10336,PRD1021,boAt Wave Flex Connect,Electronics,Smartwatches,boAt,1,1999,1999,10,199.9,,1799.1,5,85.67,1799.1,Credit Card,Cancelled,Website,0,,No
SN2304800,2023-10-21,15:45,Saturday,42,October,10,Q4,2023,CUST10097,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,Laptops,Lenovo,1,49999,49999,40,19999.6,BIGSALE,29999.4,12,3214.22,29999.4,EMI,Delivered,Mobile App,4,2023-10-25,No
SN2304801,2023-10-21,19:47,Saturday,42,October,10,Q4,2023,CUST10057,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,Fitness Equipment,Durafit,1,27999,27999,25,6999.75,BIGSALE,20999.25,28,4593.59,20999.25,Credit Card,Delivered,Social Commerce,1,2023-10-22,Yes
SN2304802,2023-10-21,03:28,Saturday,42,October,10,Q4,2023,CUST10417,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,Kitchen Appliances,Philips,2,3499,6998,25,1749.5,DIWALI30,5248.5,5,249.93,5248.5,UPI,Delivered,Website,3,2023-10-24,No
SN2304803,2023-10-21,06:22,Saturday,42,October,10,Q4,2023,CUST10551,PRD1084,Deep Work – Cal Newport,Books,Non-Fiction,HarperCollins,1,599,599,15,89.85,,509.15,18,77.67,509.15,UPI,Delivered,Website,3,2023-10-24,Yes
SN2304804,2023-10-21,05:46,Saturday,42,October,10,Q4,2023,CUST10516,PRD1005,Vivo V29 Pro 5G,Electronics,Smartphones,Vivo,2,36999,73998,30,22199.4,FESTIVE20,51798.6,12,5549.85,51798.6,Net Banking,Delivered,Mobile App,4,2023-10-25,No
SN2304805,2023-10-21,10:42,Saturday,42,October,10,Q4,2023,CUST10652,PRD1073,Wild Stone Gold EDT 50ml,Beauty,Fragrances,Wild Stone,1,599,599,0,0,,599,28,131.03,599,Cash on Delivery,Cancelled,Website,0,,No
SN2304806,2023-10-21,02:54,Saturday,42,October,10,Q4,2023,CUST10268,PRD1022,Samsung Galaxy Watch 6,Electronics,Smartwatches,Samsung,3,29999,89997,10,8999.7,,80997.3,12,8678.28,80997.3,Wallet,Returned,Website,10,2023-10-31,No
SN2304807,2023-10-21,09:02,Saturday,42,October,10,Q4,2023,CUST10117,PRD1081,Atomic Habits – James Clear,Books,Fiction,Penguin,5,450,2250,15,337.5,,1912.5,12,204.91,1912.5,EMI,Delivered,Social Commerce,2,2023-10-23,Yes
SN2304808,2023-10-21,05:35,Saturday,42,October,10,Q4,2023,CUST10376,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,Furniture,Pepperfry,3,12999,38997,30,11699.1,NEWUSER25,27297.9,12,2924.78,27297.9,Debit Card,Delivered,Website,1,2023-10-22,Yes
SN2304809,2023-10-21,14:47,Saturday,42,October,10,Q4,2023,CUST10570,PRD1059,Nilkamal Esteem Bookshelf,Home & Kitchen,Furniture,Nilkamal,1,7999,7999,30,2399.7,BIGSALE,5599.3,28,1224.85,5599.3,Wallet,Delivered,Website,3,2023-10-24,No
SN2304810,2023-10-21,01:03,Saturday,42,October,10,Q4,2023,CUST10213,PRD1016,Sony WH-1000XM5 Wireless,Electronics,Earphones,Sony,3,31999,95997,40,38398.8,FESTIVE20,57598.2,5,2742.77,57598.2,Cash on Delivery,Delivered,Mobile App,5,2023-10-26,Yes
SN2304811,2023-10-21,08:48,Saturday,42,October,10,Q4,2023,CUST10220,PRD1011,Acer Aspire Lite AMD Ryzen 5,Electronics,Laptops,Acer,1,44999,44999,5,2249.95,,42749.05,5,2035.67,42749.05,UPI,Delivered,Mobile App,4,2023-10-25,Yes
SN2304812,2023-10-21,18:16,Saturday,42,October,10,Q4,2023,CUST10290,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,Cookware,Hawkins,3,1799,5397,15,809.55,,4587.45,12,491.51,4587.45,EMI,Out for Delivery,Mobile App,1,,No
SN2304813,2023-10-21,07:38,Saturday,42,October,10,Q4,2023,CUST10097,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,Laptops,Lenovo,1,49999,49999,15,7499.85,,42499.15,12,4553.48,42499.15,Credit Card,Delivered,Social Commerce,3,2023-10-24,No
SN2304814,2023-10-21,00:00,Saturday,42,October,10,Q4,2023,CUST10447,PRD1017,JBL Tune 760NC Headphone,Electronics,Earphones,JBL,4,7999,31996,15,4799.4,,27196.6,12,2913.92,27196.6,UPI,Delivered,Mobile App,6,2023-10-27,Yes
SN2304815,2023-10-21,10:43,Saturday,42,October,10,Q4,2023,CUST10462,PRD1028,Van Heusen Slim Fit Chinos,Fashion,Men's Clothing,Van Heusen,1,2499,2499,25,624.75,FESTIVE20,1874.25,5,89.25,1874.25,EMI,Delivered,Mobile App,3,2023-10-24,No
SN2304816,2023-10-21,16:58,Saturday,42,October,10,Q4,2023,CUST10284,PRD1065,Cetaphil Moisturising Cream 250g,Beauty,Skincare,Cetaphil,2,699,1398,25,349.5,NEWUSER25,1048.5,28,229.36,1048.5,Debit Card,Delivered,Mobile App,3,2023-10-24,Yes
SN2304817,2023-10-21,20:09,Saturday,42,October,10,Q4,2023,CUST10244,PRD1036,H&M Ribbed Jersey Dress,Fashion,Women's Clothing,H&M,2,1799,3598,20,719.6,DIWALI30,2878.4,28,629.65,2878.4,Credit Card,Delivered,Mobile App,2,2023-10-23,Yes
SN2304818,2023-10-21,13:03,Saturday,42,October,10,Q4,2023,CUST10529,PRD1043,Titan Raga Women's Watch,Fashion,Accessories,Titan,2,5999,11998,15,1799.7,,10198.3,5,485.63,10198.3,UPI,Delivered,Website,2,2023-10-23,No
SN2304819,2023-10-21,12:03,Saturday,42,October,10,Q4,2023,CUST10481,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,Furniture,Pepperfry,1,12999,12999,5,649.95,,12349.05,12,1323.11,12349.05,Debit Card,Cancelled,Website,0,,Yes
SN2304820,2023-10-21,04:43,Saturday,42,October,10,Q4,2023,CUST10230,PRD1034,Aurelia Embroidered Salwar Suit,Fashion,Women's Clothing,Aurelia,1,2899,2899,5,144.95,,2754.05,12,295.08,2754.05,UPI,Delivered,Mobile App,2,2023-10-23,No
SN2304821,2023-10-21,06:20,Saturday,42,October,10,Q4,2023,CUST10260,PRD1079,Decathlon Quechua 10L Hiking Daypack,Sports,Outdoor Gear,Decathlon,1,1499,1499,15,224.85,,1274.15,12,136.52,1274.15,Credit Card,Delivered,Mobile App,2,2023-10-23,Yes
SN2304822,2023-10-21,04:56,Saturday,42,October,10,Q4,2023,CUST10665,PRD1058,Ivyspace Artificial Plant Set of 3,Home & Kitchen,Decor,Ivyspace,3,999,2997,15,449.55,,2547.45,12,272.94,2547.45,UPI,Delivered,Mobile App,2,2023-10-23,Yes
SN2304823,2023-10-21,01:56,Saturday,42,October,10,Q4,2023,CUST10296,PRD1049,Bajaj Majesty 2L Induction Cooktop,Home & Kitchen,Kitchen Appliances,Bajaj,4,3299,13196,15,1979.4,,11216.6,28,2453.63,11216.6,EMI,Delivered,Mobile App,3,2023-10-24,No
SN2304824,2023-10-21,14:18,Saturday,42,October,10,Q4,2023,CUST10142,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,Footwear,Skechers,1,4999,4999,40,1999.6,FLASH40,2999.4,18,457.54,2999.4,Wallet,Delivered,Website,6,2023-10-27,No
SN2304825,2023-10-21,02:41,Saturday,42,October,10,Q4,2023,CUST10049,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,Kitchen Appliances,Philips,1,3499,3499,15,524.85,,2974.15,5,141.63,2974.15,Cash on Delivery,Delivered,Mobile App,2,2023-10-23,No
SN2304826,2023-10-21,15:07,Saturday,42,October,10,Q4,2023,CUST10283,PRD1021,boAt Wave Flex Connect,Electronics,Smartwatches,boAt,1,1999,1999,25,499.75,BIGSALE,1499.25,5,71.39,1499.25,UPI,Delivered,Mobile App,4,2023-10-25,Yes
SN2304827,2023-10-21,12:31,Saturday,42,October,10,Q4,2023,CUST10058,PRD1001,Samsung Galaxy A54 5G,Electronics,Smartphones,Samsung,1,28999,28999,20,5799.8,BIGSALE,23199.2,12,2485.63,23199.2,Credit Card,Returned,Mobile App,6,2023-10-27,Yes
SN2304828,2023-10-21,08:38,Saturday,42,October,10,Q4,2023,CUST10583,PRD1035,Zara Flowy Midi Dress,Fashion,Women's Clothing,Zara,4,3999,15996,10,1599.6,,14396.4,5,685.54,14396.4,Credit Card,Delivered,Mobile App,1,2023-10-22,Yes
SN2304829,2023-10-22,12:41,Sunday,42,October,10,Q4,2023,CUST10003,PRD1081,Atomic Habits – James Clear,Books,Fiction,Penguin,1,450,450,15,67.5,,382.5,12,40.98,382.5,Debit Card,Cancelled,Mobile App,0,,Yes
SN2304830,2023-10-22,14:23,Sunday,42,October,10,Q4,2023,CUST10170,PRD1005,Vivo V29 Pro 5G,Electronics,Smartphones,Vivo,5,36999,184995,20,36999,NEWUSER25,147996,12,15856.71,147996,UPI,Delivered,Mobile App,6,2023-10-28,Yes
SN2304831,2023-10-22,14:26,Sunday,42,October,10,Q4,2023,CUST10764,PRD1072,Fogg Scent Xpressio EDP 100ml,Beauty,Fragrances,Fogg,1,799,799,10,79.9,,719.1,12,77.05,719.1,Debit Card,Delivered,Mobile App,4,2023-10-26,No
SN2304832,2023-10-22,03:51,Sunday,42,October,10,Q4,2023,CUST10269,PRD1012,Samsung Galaxy Tab A8 LTE,Electronics,Tablets,Samsung,1,24999,24999,40,9999.6,DIWALI30,14999.4,28,3281.12,14999.4,UPI,Delivered,Website,5,2023-10-27,No
SN2304833,2023-10-22,11:54,Sunday,42,October,10,Q4,2023,CUST10153,PRD1002,Apple iPhone 14 128GB,Electronics,Smartphones,Apple,2,79999,159998,5,7999.9,,151998.1,12,16285.51,151998.1,UPI,Delivered,Mobile App,6,2023-10-28,Yes
SN2304834,2023-10-22,01:31,Sunday,42,October,10,Q4,2023,CUST10714,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,Accessories,Fossil,1,13995,13995,25,3498.75,DIWALI30,10496.25,28,2296.05,10496.25,Cash on Delivery,Delivered,Website,2,2023-10-24,No
SN2304835,2023-10-22,00:16,Sunday,42,October,10,Q4,2023,CUST10175,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,Accessories,Fossil,1,13995,13995,10,1399.5,,12595.5,28,2755.27,12595.5,UPI,Delivered,Mobile App,4,2023-10-26,No
SN2304836,2023-10-22,00:21,Sunday,42,October,10,Q4,2023,CUST10458,PRD1036,H&M Ribbed Jersey Dress,Fashion,Women's Clothing,H&M,2,1799,3598,5,179.9,,3418.1,28,747.71,3418.1,Cash on Delivery,Delivered,Website,2,2023-10-24,Yes
SN2304837,2023-10-22,01:36,Sunday,42,October,10,Q4,2023,CUST10115,PRD1005,Vivo V29 Pro 5G,Electronics,Smartphones,Vivo,3,36999,110997,15,16649.55,,94347.45,12,10108.66,94347.45,UPI,Delivered,Mobile App,5,2023-10-27,No
SN2304838,2023-10-22,01:10,Sunday,42,October,10,Q4,2023,CUST10739,PRD1077,Nike Dri-FIT Training Shorts,Sports,Sportswear,Nike,1,1999,1999,10,199.9,,1799.1,12,192.76,1799.1,Credit Card,Delivered,Website,2,2023-10-24,No
SN2304839,2023-10-22,06:17,Sunday,42,October,10,Q4,2023,CUST10454,PRD1061,Mamaearth Vitamin C Face Wash 100ml,Beauty,Skincare,Mamaearth,1,399,399,30,119.7,DIWALI30,279.3,5,13.3,279.3,Wallet,Delivered,Mobile App,2,2023-10-24,Yes
SN2304840,2023-10-22,10:58,Sunday,42,October,10,Q4,2023,CUST10538,PRD1023,Fitbit Charge 6,Electronics,Smartwatches,Fitbit,1,18999,18999,40,7599.6,FESTIVE20,11399.4,5,542.83,11399.4,UPI,Returned,Mobile App,6,2023-10-28,Yes
SN2304841,2023-10-22,22:26,Sunday,42,October,10,Q4,2023,CUST10432,PRD1022,Samsung Galaxy Watch 6,Electronics,Smartwatches,Samsung,1,29999,29999,10,2999.9,,26999.1,12,2892.76,26999.1,Cash on Delivery,Delivered,Social Commerce,4,2023-10-26,Yes
SN2304842,2023-10-22,12:07,Sunday,42,October,10,Q4,2023,CUST10023,PRD1081,Atomic Habits – James Clear,Books,Fiction,Penguin,1,450,450,10,45,,405,12,43.39,405,Debit Card,Delivered,Website,3,2023-10-25,Yes
SN2304843,2023-10-22,07:30,Sunday,42,October,10,Q4,2023,CUST10139,PRD1044,Wildcraft 35L Hiking Backpack,Fashion,Bags,Wildcraft,1,2499,2499,40,999.6,SAVE20,1499.4,5,71.4,1499.4,EMI,Delivered,Mobile App,2,2023-10-24,No
SN2304844,2023-10-22,20:03,Sunday,42,October,10,Q4,2023,CUST10140,PRD1017,JBL Tune 760NC Headphone,Electronics,Earphones,JBL,3,7999,23997,25,5999.25,SAVE20,17997.75,12,1928.33,17997.75,UPI,Delivered,Website,8,2023-10-30,Yes
SN2304845,2023-10-22,07:00,Sunday,42,October,10,Q4,2023,CUST10652,PRD1083,Ikigai – Francesc Miralles,Books,Non-Fiction,Penguin,1,399,399,40,159.6,BIGSALE,239.4,28,52.37,239.4,Credit Card,Delivered,Social Commerce,5,2023-10-27,No
SN2304846,2023-10-22,20:00,Sunday,42,October,10,Q4,2023,CUST10029,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,Men's Clothing,Puma,2,1599,3198,0,0,,3198,12,342.64,3198,Credit Card,Returned,Mobile App,4,2023-10-26,Yes
SN2304847,2023-10-22,18:16,Sunday,42,October,10,Q4,2023,CUST10693,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,Men's Clothing,Puma,1,1599,1599,10,159.9,,1439.1,12,154.19,1439.1,Cash on Delivery,Returned,Social Commerce,3,2023-10-25,Yes
SN2304848,2023-10-22,15:22,Sunday,42,October,10,Q4,2023,CUST10261,PRD1069,Lakme Absolute Mousse Foundation,Beauty,Makeup,Lakme,1,799,799,20,159.8,FESTIVE20,639.2,18,97.51,639.2,Debit Card,Delivered,Social Commerce,5,2023-10-27,No
SN2304849,2023-10-22,18:48,Sunday,42,October,10,Q4,2023,CUST10607,PRD1056,Bombay Dyeing Microfibre Comforter,Home & Kitchen,Bedding,Bombay Dyeing,1,3999,3999,20,799.8,NEWUSER25,3199.2,12,342.77,3199.2,Credit Card,Delivered,Website,4,2023-10-26,No
SN2304850,2023-10-22,23:09,Sunday,42,October,10,Q4,2023,CUST10425,PRD1037,Nike Air Max 270 Running Shoes,Fashion,Footwear,Nike,3,9999,29997,20,5999.4,SAVE20,23997.6,28,5249.47,23997.6,EMI,Pending,Mobile App,0,,Yes
SN2304851,2023-10-22,21:17,Sunday,42,October,10,Q4,2023,CUST10055,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,Kitchen Appliances,Philips,1,3499,3499,10,349.9,,3149.1,5,149.96,3149.1,UPI,Cancelled,Website,0,,Yes
SN2304852,2023-10-22,10:27,Sunday,42,October,10,Q4,2023,CUST10148,PRD1080,Wildcraft Camping Tent 2-Person,Sports,Outdoor Gear,Wildcraft,3,6499,19497,20,3899.4,NEWUSER25,15597.6,5,742.74,15597.6,Cash on Delivery,Delivered,Mobile App,2,2023-10-24,Yes
SN2304853,2023-10-22,21:09,Sunday,42,October,10,Q4,2023,CUST10092,PRD1012,Samsung Galaxy Tab A8 LTE,Electronics,Tablets,Samsung,1,24999,24999,30,7499.7,DIWALI30,17499.3,28,3827.97,17499.3,Credit Card,Delivered,Mobile App,7,2023-10-29,Yes
SN2304854,2023-10-22,12:30,Sunday,42,October,10,Q4,2023,CUST10436,PRD1025,Sony Alpha ZV-E10L Mirrorless,Electronics,Cameras,Sony,2,79999,159998,20,31999.6,BIGSALE,127998.4,12,13714.11,127998.4,Cash on Delivery,Delivered,Mobile App,6,2023-10-28,No
SN2304855,2023-10-22,15:34,Sunday,42,October,10,Q4,2023,CUST10192,PRD1054,Wonderchef Ebony Non-Stick Tawa 30cm,Home & Kitchen,Cookware,Wonderchef,3,1499,4497,40,1798.8,SAVE20,2698.2,12,289.09,2698.2,EMI,Delivered,Mobile App,4,2023-10-26,No
SN2304856,2023-10-22,20:24,Sunday,42,October,10,Q4,2023,CUST10652,PRD1024,Canon EOS 1500D DSLR Kit,Electronics,Cameras,Canon,1,44999,44999,10,4499.9,,40499.1,5,1928.53,40499.1,Debit Card,Delivered,Mobile App,9,2023-10-31,No
SN2304857,2023-10-22,05:15,Sunday,42,October,10,Q4,2023,CUST10695,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,Furniture,Pepperfry,2,12999,25998,10,2599.8,,23398.2,12,2506.95,23398.2,UPI,Delivered,Website,1,2023-10-23,Yes
SN2304858,2023-10-22,10:57,Sunday,42,October,10,Q4,2023,CUST10587,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,Makeup,Maybelline,1,699,699,15,104.85,,594.15,18,90.63,594.15,EMI,Delivered,Mobile App,3,2023-10-25,Yes
SN2304859,2023-10-22,01:32,Sunday,42,October,10,Q4,2023,CUST10169,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,Furniture,Pepperfry,1,12999,12999,20,2599.8,FLASH40,10399.2,12,1114.2,10399.2,EMI,Delivered,Website,2,2023-10-24,No
SN2304860,2023-10-22,19:00,Sunday,42,October,10,Q4,2023,CUST10500,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,Men's Clothing,Puma,1,1599,1599,30,479.7,NEWUSER25,1119.3,12,119.92,1119.3,UPI,Delivered,Website,4,2023-10-26,No
SN2304861,2023-10-22,10:00,Sunday,42,October,10,Q4,2023,CUST10021,PRD1037,Nike Air Max 270 Running Shoes,Fashion,Footwear,Nike,1,9999,9999,15,1499.85,,8499.15,28,1859.19,8499.15,Credit Card,Delivered,Website,4,2023-10-26,No
SN2304862,2023-10-22,12:25,Sunday,42,October,10,Q4,2023,CUST10278,PRD1028,Van Heusen Slim Fit Chinos,Fashion,Men's Clothing,Van Heusen,1,2499,2499,15,374.85,,2124.15,5,101.15,2124.15,Credit Card,Delivered,Website,4,2023-10-26,Yes
SN2304863,2023-10-22,20:34,Sunday,42,October,10,Q4,2023,CUST10666,PRD1077,Nike Dri-FIT Training Shorts,Sports,Sportswear,Nike,1,1999,1999,0,0,,1999,12,214.18,1999,Debit Card,Delivered,Mobile App,1,2023-10-23,No
SN2304864,2023-10-22,17:29,Sunday,42,October,10,Q4,2023,CUST10006,PRD1006,Realme 12 Pro+ 5G,Electronics,Smartphones,Realme,3,27999,83997,25,20999.25,SAVE20,62997.75,18,9609.83,62997.75,UPI,Delivered,Social Commerce,5,2023-10-27,Yes
SN2304865,2023-10-23,00:07,Monday,43,October,10,Q4,2023,CUST10007,PRD1013,Apple iPad 10th Gen 64GB,Electronics,Tablets,Apple,2,52999,105998,20,21199.6,DIWALI30,84798.4,12,9085.54,84798.4,UPI,Delivered,Mobile App,6,2023-10-29,Yes
SN2304866,2023-10-23,07:09,Monday,43,October,10,Q4,2023,CUST10053,PRD1001,Samsung Galaxy A54 5G,Electronics,Smartphones,Samsung,1,28999,28999,15,4349.85,,24649.15,12,2640.98,24649.15,Cash on Delivery,Delivered,Website,3,2023-10-26,Yes
SN2304867,2023-10-23,19:50,Monday,43,October,10,Q4,2023,CUST10163,PRD1027,Allen Solly Formal Shirt,Fashion,Men's Clothing,Allen Solly,1,1799,1799,15,269.85,,1529.15,5,72.82,1529.15,UPI,Delivered,Mobile App,4,2023-10-27,Yes
SN2304868,2023-10-23,20:12,Monday,43,October,10,Q4,2023,CUST10119,PRD1082,The Alchemist – Paulo Coelho,Books,Fiction,HarperCollins,2,350,700,10,70,,630,18,96.1,630,Credit Card,Delivered,Website,2,2023-10-25,No
SN2304869,2023-10-23,01:33,Monday,43,October,10,Q4,2023,CUST10189,PRD1015,boAt Rockerz 450 Bluetooth,Electronics,Earphones,boAt,5,1999,9995,25,2498.75,FESTIVE20,7496.25,12,803.17,7496.25,Cash on Delivery,Cancelled,Social Commerce,0,,No
SN2304870,2023-10-23,04:24,Monday,43,October,10,Q4,2023,CUST10396,PRD1071,SUGAR Matte Attack Transferproof Lipstick,Beauty,Makeup,SUGAR,2,899,1798,40,719.2,FESTIVE20,1078.8,28,235.99,1078.8,UPI,Delivered,Mobile App,3,2023-10-26,No
SN2304871,2023-10-23,10:08,Monday,43,October,10,Q4,2023,CUST10476,PRD1023,Fitbit Charge 6,Electronics,Smartwatches,Fitbit,3,18999,56997,20,11399.4,DIWALI30,45597.6,5,2171.31,45597.6,UPI,Delivered,Mobile App,4,2023-10-27,Yes
SN2304872,2023-10-23,21:05,Monday,43,October,10,Q4,2023,CUST10245,PRD1008,Dell Inspiron 15 Core i7,Electronics,Laptops,Dell,1,74999,74999,5,3749.95,,71249.05,28,15585.73,71249.05,Debit Card,Delivered,Mobile App,6,2023-10-29,Yes
SN2304873,2023-10-23,23:10,Monday,43,October,10,Q4,2023,CUST10179,PRD1058,Ivyspace Artificial Plant Set of 3,Home & Kitchen,Decor,Ivyspace,1,999,999,25,249.75,FLASH40,749.25,12,80.28,749.25,Credit Card,Cancelled,Website,0,,Yes
SN2304874,2023-10-23,22:10,Monday,43,October,10,Q4,2023,CUST10167,PRD1030,H&M Regular Fit Linen Shirt,Fashion,Men's Clothing,H&M,3,1799,5397,25,1349.25,NEWUSER25,4047.75,12,433.69,4047.75,Credit Card,Delivered,Mobile App,3,2023-10-26,Yes
SN2304875,2023-10-23,23:27,Monday,43,October,10,Q4,2023,CUST10074,PRD1078,Adidas Aeroready Training Tights,Sports,Sportswear,Adidas,1,2799,2799,20,559.8,BIGSALE,2239.2,12,239.91,2239.2,EMI,Delivered,Mobile App,3,2023-10-26,Yes
SN2304876,2023-10-23,17:04,Monday,43,October,10,Q4,2023,CUST10594,PRD1047,Prestige Iris 750W Mixer Grinder,Home & Kitchen,Kitchen Appliances,Prestige,2,3999,7998,30,2399.4,FESTIVE20,5598.6,18,854.02,5598.6,Credit Card,Delivered,Website,3,2023-10-26,No
SN2304877,2023-10-23,09:23,Monday,43,October,10,Q4,2023,CUST10760,PRD1045,American Tourister Trolley Bag 68cm,Fashion,Bags,American Tourister,1,6999,6999,15,1049.85,,5949.15,12,637.41,5949.15,Cash on Delivery,Delivered,Website,3,2023-10-26,Yes
SN2304878,2023-10-23,18:29,Monday,43,October,10,Q4,2023,CUST10173,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,Men's Clothing,Levi's,2,3999,7998,25,1999.5,BIGSALE,5998.5,12,642.7,5998.5,Debit Card,Delivered,Mobile App,6,2023-10-29,No
SN2304879,2023-10-23,06:01,Monday,43,October,10,Q4,2023,CUST10466,PRD1004,Redmi Note 13 Pro 5G,Electronics,Smartphones,Redmi,1,26999,26999,10,2699.9,,24299.1,18,3706.64,24299.1,EMI,Delivered,Mobile App,5,2023-10-28,No
SN2304880,2023-10-23,14:45,Monday,43,October,10,Q4,2023,CUST10175,PRD1017,JBL Tune 760NC Headphone,Electronics,Earphones,JBL,1,7999,7999,20,1599.8,NEWUSER25,6399.2,12,685.63,6399.2,UPI,Delivered,Social Commerce,3,2023-10-26,No
SN2304881,2023-10-23,19:42,Monday,43,October,10,Q4,2023,CUST10386,PRD1036,H&M Ribbed Jersey Dress,Fashion,Women's Clothing,H&M,1,1799,1799,40,719.6,NEWUSER25,1079.4,28,236.12,1079.4,EMI,Delivered,Mobile App,3,2023-10-26,Yes
SN2304882,2023-10-23,03:55,Monday,43,October,10,Q4,2023,CUST10716,PRD1040,Bata Men's Formal Derby Shoes,Fashion,Footwear,Bata,4,2799,11196,20,2239.2,BIGSALE,8956.8,12,959.66,8956.8,UPI,Delivered,Mobile App,2,2023-10-25,Yes
SN2304883,2023-10-23,12:41,Monday,43,October,10,Q4,2023,CUST10646,PRD1066,Mamaearth Onion Hair Oil 150ml,Beauty,Haircare,Mamaearth,2,449,898,40,359.2,DIWALI30,538.8,12,57.73,538.8,UPI,Delivered,Mobile App,3,2023-10-26,Yes
SN2304884,2023-10-23,07:44,Monday,43,October,10,Q4,2023,CUST10377,PRD1020,Noise ColorFit Pro 4,Electronics,Smartwatches,Noise,1,2999,2999,15,449.85,,2549.15,18,388.85,2549.15,UPI,Delivered,Website,5,2023-10-28,Yes
SN2304885,2023-10-23,09:48,Monday,43,October,10,Q4,2023,CUST10049,PRD1069,Lakme Absolute Mousse Foundation,Beauty,Makeup,Lakme,2,799,1598,40,639.2,DIWALI30,958.8,18,146.26,958.8,Cash on Delivery,Delivered,Social Commerce,3,2023-10-26,Yes
SN2304886,2023-10-23,08:01,Monday,43,October,10,Q4,2023,CUST10503,PRD1055,Spaces 300TC Cotton King Bedsheet,Home & Kitchen,Bedding,Spaces,3,2499,7497,25,1874.25,NEWUSER25,5622.75,28,1229.98,5622.75,Cash on Delivery,Delivered,Mobile App,4,2023-10-27,No
SN2304887,2023-10-23,22:00,Monday,43,October,10,Q4,2023,CUST10517,PRD1027,Allen Solly Formal Shirt,Fashion,Men's Clothing,Allen Solly,4,1799,7196,30,2158.8,FESTIVE20,5037.2,5,239.87,5037.2,Debit Card,Delivered,Social Commerce,3,2023-10-26,No
SN2304888,2023-10-23,06:12,Monday,43,October,10,Q4,2023,CUST10765,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,Accessories,Fossil,1,13995,13995,25,3498.75,SAVE20,10496.25,28,2296.05,10496.25,UPI,Delivered,Website,1,2023-10-24,Yes
SN2304889,2023-10-23,10:19,Monday,43,October,10,Q4,2023,CUST10127,PRD1083,Ikigai – Francesc Miralles,Books,Non-Fiction,Penguin,3,399,1197,25,299.25,DIWALI30,897.75,28,196.38,897.75,EMI,Cancelled,Website,0,,Yes
SN2304890,2023-10-23,11:42,Monday,43,October,10,Q4,2023,CUST10685,PRD1029,Peter England Casual Polo T-Shirt,Fashion,Men's Clothing,Peter England,1,1299,1299,30,389.7,DIWALI30,909.3,5,43.3,909.3,UPI,Delivered,Social Commerce,2,2023-10-25,Yes
